Date,Open,High,Low,Close,Volume
7/8/2024 15:30:00,208.25,210,206,207.93,18260120
7/9/2024 15:30:00,207.8,214,206.61,212.56,39312576
7/10/2024 15:30:00,213,213.39,205.74,211.37,29852043
7/11/2024 15:30:00,211.47,218.95,211.37,217.14,45769091
7/12/2024 15:30:00,219,223.25,217.05,222.47,45580868
7/15/2024 15:30:00,225,232,225,229.15,51203051
7/16/2024 15:30:00,230,230.35,215.3,217.49,44681031
7/18/2024 15:30:00,217.75,221.4,210.25,220.62,58537673
7/19/2024 15:30:00,217.99,220.49,213.67,218.89,39257871
7/22/2024 15:30:00,214,222.19,214,221.66,33701488
7/23/2024 15:30:00,222.5,223.72,207,217.91,36589825
7/24/2024 15:30:00,217.85,225.5,215.6,223.49,32358784
7/25/2024 15:30:00,221,223.97,216.95,219.31,26124437
7/26/2024 15:30:00,219,226.62,216.85,224.62,35693966
7/29/2024 15:30:00,226.62,229.46,224.1,226.89,40644424
7/30/2024 15:30:00,226.95,231.2,225.11,227.13,39378466
7/31/2024 15:30:00,227.61,230.14,226.05,229.45,25009969
8/1/2024 15:30:00,231,238,228,234.09,87888742
8/2/2024 15:30:00,244.5,278.7,243,262.34,389060620
8/5/2024 15:30:00,254,265.55,249,256.29,156106218
8/6/2024 15:30:00,265.9,275,247.2,249.08,143459602
8/7/2024 15:30:00,261.53,267.6,251.81,265.67,127379201
8/8/2024 15:30:00,265,267.5,260,265.59,57917059
8/9/2024 15:30:00,267.73,272.9,265.55,267.09,52601958
8/12/2024 15:30:00,263.5,266.49,261.35,263.43,33514964
8/13/2024 15:30:00,265,265.4,256,257.08,26127109
8/14/2024 15:30:00,260.3,264.5,255.5,260.14,41735068
8/16/2024 15:30:00,260.7,266.2,257.01,264.43,42932761
8/19/2024 15:30:00,278,280.9,261,262.17,80435895
8/20/2024 15:30:00,262,264.45,258.25,263.12,132396556
8/21/2024 15:30:00,263.12,264.45,259,260.03,38605742
8/22/2024 15:30:00,264,267,256.01,257.96,73893288
8/23/2024 15:30:00,260.41,269.9,258.31,262.65,102220794
8/26/2024 15:30:00,263.8,264.42,258.1,259.39,36184864
8/27/2024 15:30:00,260.75,261.4,255.4,256.05,31816706
8/28/2024 15:30:00,257,257.74,252.15,253.04,28603253
8/29/2024 15:30:00,254.78,256.35,248.51,252.34,37767471
8/30/2024 15:30:00,253.5,255.45,248.81,250.53,50157287
9/2/2024 15:30:00,252,252.3,241.85,244.45,55833057
9/3/2024 15:30:00,246.75,252.95,245.4,247.7,66538683
